raw_name,name,type
꼬끼오에끌릴레,,
어영해녀촌원,어영해녀촌원,한식
서유기마라탕 제주대점,서유기마라탕&훠궈 제주대점,중식당
이도농원,이도농원 제주시청점,한식
화북옛통치킨,화북 옛통치킨,"치킨,닭강정"
금능낙원,금능낙원,향토음식
레크레,카페 레크레,"카페,디저트"
우도숯불갈비,우도숯불,돼지고기구이
한강식당,한강식당,한식
디지(DG)홀덤아레나,DG홀덤아레나,"맥주,호프"
광동식당,구 광동식당 돈볶,돼지고기구이
간세라운지,간세라운지,카페
미영이네,미영이네,생선회
크리스피201,,
킹콩주스 앤 청춘감성쌀핫도그,킹콩쥬스&커피 노형한라대점,"과일,주스전문점"
차롱밥상,차롱밥상,한정식
수상한사칠이,,
얌샘김밥제주이도점,얌샘김밥 제주이도점,한식
인섬스토리2,인섬스토리2,한식
이든모아,,
아라옛통치킨,아라옛통치킨,"치킨,닭강정"
산아름,산아름,한식
칼국수연구소,칼국수연구소,"칼국수,만두"
피너트,,
1박2일,1박2일,"맥주,호프"
주점부리,주점부리 성산본점,"맥주,호프"
박여사네,박여사네,한식
아리랑밀면,아리랑밀면,국수
부부요리단,부부요리단,한식
일도돈,일도돈,돼지고기구이
꼬꼬아찌숯불치킨서사라점,,
샐러드바스켓,샐러드바스켓 연동점,"다이어트,샐러드"
방파제가게,영락리방파제,"페리,해운"
친절한비자씨,,
건호네식당,건호네식당,한식
토계촌,토계촌,"백숙,삼계탕"
주식회사 제이투에이치컴퍼니,,
네네치킨 효돈점,네네치킨 효돈점,"치킨,닭강정"
신산복어집,신산복어집,"해물,생선요리"
밥정,밥정,한식
용문닭집,용문닭집,닭
와인치킨베리웰,베리웰치킨 노형점,"치킨,닭강정"
봄봄 칠성점,,
예촌삼계탕,예촌삼계탕,한식
한빛국수전문점,한빛국수전문점,국수
바위소리,우도바위소리 검멀레타운점,아이스크림
꼬닥꼬닥걸으멍,꼬닥꼬닥걸으멍,"카페,디저트"
물팡과허벅,물팡과허벅,"전통,민속주점"
만두랑돈찜,만두랑돈찜,반찬가게
삼강식당효돈점,삼강식당 효돈점,오리요리
흑돼지잡스,돼지잡스,"육류,고기요리"
돼지공화국,돼지공화국,돼지고기구이
막창꾸우맨,막창꾸우맨,한식
나누리푸드,,
달마야해물탕북촌,달마야해물탕 북촌,"육류,고기요리"
어반정글그레이밤부,어반정글,"카페,디저트"
경락,힐링데이,경락마사지
산지나미,산지나미,이자카야
메종드쁘띠푸르2호점,메종드쁘띠푸르 2호점,베이커리
이삭토스트제주대점,,
제주형제분식,제주형제분식,종합분식
조천한식뷔페,,
중문포차,중문포차,요리주점
이치류제주점,이치류 제주아라점,양갈비
한끼,호루의한끼,한식
우피후피(Woopi Hoopi)&더리틀코너,우피후피 영어교육도시점,피자
우도랑,우도랑,"카페,디저트"
아트진,진네일,"네일아트,네일샵"
삼번지,삼번지횟집,생선회
커큐민숯불소갈비,커큐민숯불소갈비,돼지고기구이
버거킹 제주함덕디티점,버거킹 제주함덕DT점,햄버거
주식회사 테라도스,테라도스,"카페,디저트"
동구밖식당,동구밖식당,와인
제주명품쑥보리빵,제주명품쑥보리빵,베이커리
항아리바베큐치킨점,,
청우가든,청우가든,한식
금보가든,교래리 금보가든 에코랜드점,한정식
메밀가,메밀가,한식
술한상,,
더블에스,더블유더블에스,경영컨설팅
보목식당,보목식당,한식
이노찌,이노찌,일식당
큰산식당,큰산식당 본점,한식
불닭공장삼화점,불닭공장 삼화점,불닭
카페델보스케,카페델보스케,"카페,디저트"
홀가분가든,홀가분가든,한식
술빛정원,술빛정원,와인
은성횟집,은성횟집,생선회
가파도핫도그,가파도김진현핫도그,핫도그
대구불노리왕막창아라점,대구불노리왕막창 아라점,대구불노리왕막창
제주올레면옥 (주),제주올레면옥 제주본점,냉면
명동찌개마을,명동찌개마을 제주본점,"찌개,전골"
촘고기공작소  촘닭갈비,촘고기공작소 촘닭갈비,한식
우리할매떡볶이 신제주점,우리할매떡볶이 신제주점,분식
(주)네츄럴파크리조트,,
오프제주,데이오프제주,웨딩사진전문
봄촌,봄촌,한식
한수위한식일식식당,,
보람순대국밥,보람순대국밥,"순대,순댓국"
제주댁,제주댁,한식
알빵쓰레빵,알빵쓰레빵,요리주점
한라바이오팜,,
금성해장국,,
모다드렁,모다드렁,펜션
자양식당,자양식당,중식당
올레칠돈,올레칠돈,"육류,고기요리"
세가름,세가름,한식
쉬림프마켓,쉬림프마켓,"해물,생선요리"
오야짬뽕,오야짬뽕,중식당
뽕꼴락,뽕꼴락,한식뷔페
왕생가든,왕생가든,"육류,고기요리"
처갓집양념치킨서귀포점,,
킁킁,,
여기야,여기야,한식
동백국수,동백국수 서귀포점,국수
도두264,,
대박왕갈비,대박왕갈비,돼지고기구이
호재옻닭,호재옻닭,"백숙,삼계탕"
흥부네정식,흥부네정식,한식
비비큐남녕고점,BBQ치킨 제주남녕고점,"치킨,닭강정"
김녕미항,김녕미항,한식
이돈갓아라점,이돈갓 아라점,돈가스
우림가든,우림가든,돼지고기구이
가파도별미식당,가파도별미식당,한식
용담밭담,용담밭담,한정식
초록오메기떡,초록오메기떡,"떡,한과"
어음밥집,어음밥집,한식뷔페
어진이네물회,어진이네 횟집,생선회
협재볼륨,협재볼륨,바(BAR)
소희네뚝배기식당,성산 소희네뚝배기식당,"해물,생선요리"
우도우돈,우돈,"육류,고기요리"
제주베이통갈치구이,제주베이,한정식
막둥이해녀복순이네,막둥이해녀복순이네,"해물,생선요리"
본죽앤비빔밥 제주법원점,본죽&비빔밥 제주법원점,죽
플로우스,플로우스,양식
뜸들이다 노형점,,
데드맨스 케이,데드맨스케이,술집
제주연탄길,제주연탄길 신제주본점,"육류,고기요리"
하이,하이제주,"판촉,기념품"
탐라정,탐라정,"해물,생선요리"
화요,화요,바(BAR)
단산칼국수,단산칼국수,"칼국수,만두"
치킨신드롬신제주점,치킨신드롬 신제주점,"치킨,닭강정"
페리카나치킨삼양도련점,페리카나 도련점,"치킨,닭강정"
정가네,정가네밥상,한정식
엉터리해장국,엉터리해장국 제주뜨란체점,해장국
심청이쌈밥,심청이네,한정식
머들집,머들집,한식
오늘 보쌈,오늘보쌈,한식
수리술술,수리술술,한식
Kim&Kim,제주도김사장농수산,농수산물
가파도봄날에,가파도봄날에,카페
제주흑우 주식회사,제주흑우,한식
쇠소깍불근돼지,쇠소깍불근돼지,돼지고기구이
메가엠지씨커피제주노형점,,
교래퐁낭식당별관,교래퐁낭 본관,한식
해담원,농업회사법인해담원,농업
영성반점,영성반점,중식당
송당송당,스타벅스 더제주송당파크R점,카페
올레길설렁탕,올레길설렁탕,"곰탕,설렁탕"
오태식해바라기치킨일도점,,
순희네,순희네흑돼지,한식
돈도칸연동흑돼지,돈도칸 연동흑돼지,돼지고기구이
돈사돈 한림협재점,돈사돈 한림협재점배달,돼지고기구이
표선장수고을,표선장수고을,"백숙,삼계탕"
주식회사 꼬신김밥,꼬신김밥 본점,김밥
주식회사 베이징덕,,
폴 바셋 제주이호DT점,폴 바셋 제주이호 DT점,카페
청지목,청지목가든,한식
천안삼거리,,
큰아들 시청점,큰아들떡볶이 시청점,한식
치로리,치로리,이자카야
주식회사 희양양,,
제이엠티(JMT)운동센터,,
샐러드바스켓 제주,샐러드바스켓 제주점,"다이어트,샐러드"
갈치도,제주갈치도 협재 본점,"해물,생선요리"
산방산고등어쌈밥,,
좋아좋아숯불갈비2호점,좋아좋아숯불갈비2호점,"육류,고기요리"
더웨이팅,더웨이팅,돈가스
레이어드 제주,카페 레이어드 제주점,"카페,디저트"
금악리자양식당,금악리 자양식당,중식당
삼다원제주본점,삼다원 제주본점,한식
색달돈가,색달돈가,"육류,고기요리"
보경,보경반점,중식당
우리들의별포차,함덕 우리들의별포차,포장마차
깃든,카페깃든,"카페,디저트"
정현갈비,정현갈비,"육류,고기요리"
미디어라운지배트,,
유채꽃향기처럼,유채꽃향기처럼,한식
구두미바당,구두미 바당,한식
공설,공설,"카페,디저트"
일이일흑돈,,
애플망고1947,애플망고1947,"카페,디저트"
자리왓식당,자리왓식당,한식
노도고등어회,노도 고등어회,생선회
원조소라횟집,,
세화서울,,
빨강궁전식당(뉴올레),,
버뮤다제주,버뮤다제주 혼술바,바(BAR)
공육사,공육사,"육류,고기요리"
제주보리빵,정보선제주보리빵,베이커리
던킨제주삼화점,던킨 제주삼화점,도넛
육회한애월,육회한애월,"육류,고기요리"
옥상닭빛,제주옥상달빛,민박
섭씨제주,섭씨제주,베이커리
제주돈대패삼겹살,제주돈대패삼겹살,한식
효은,효은닭갈비,한식
소문난갈치,,
다미진,표선자연산횟집 다미진,생선회
1992감성포차,1992감성포차,"맥주,호프"
황동차이나,황동차이나,중식당
돈풍,돈풍 노형흑돼지,돼지고기구이
양,한양관양꼬치,한식
카페토르토니,카페토르토니,카페
함덕차돌,,
런던베이글뮤지엄 제주,런던베이글뮤지엄 제주점,베이커리
마커스카페,마커스카페,카페
히치하이커스라운지,히치하이커스라운지,바(BAR)
보목해녀의집,보목해녀의집,생선회
정이고을,,
도담한식,도담한식,한식
맛있는여행,트로피컬 하이드어웨이 카페,브런치
(주)이에스리조트클럽,클럽이에스 제주리조트,3급
밭담,제주도독채펜션 돌담감성숙소 밭담점,펜션
부에난소라하효마을,부에난소라 하효마을,한정식
금별맥주 일도점,금별맥주 제주일도점,"맥주,호프"
현무암닭강정,돌담너머바다 & 현무암닭강정,양식
오름식당,백록오름,돼지고기구이
카페 준,카페준,"카페,디저트"
가미돈,가미돈,"치킨,닭강정"
도르멍,도르멍제주몰,"떡,한과"
제이문,제이문,"카페,디저트"
또와리,,
봉덕,봉덕,향토음식
숙이포차,,
별난술집,별난술Zip,"맥주,호프"
돈백꽃서귀포점,돈백꽃 서귀포점,"육류,고기요리"
주식회사 망고레이 제주함덕점,망고레이 제주함덕직영점,카페
낙원93,낙원 제주점,돼지고기구이
레끌레드크리스탈제주,레끌레드크리스탈 제주점,주류
퐁낭조수식당,,
시나브로,시나브로,샌드위치
에니스케리,에니스케리,"카페,디저트"
차롱가게,차롱가게,카페
서진이네해장국 24시감자탕,서진이네해장국 24시감자탕,감자탕
포베이서귀포신시가지점,,
컴포즈커피 제주함덕점,,
민수민수,,
제주901,제주901,"요가,명상"
똥파리네 연탄구이,,
미진,미진식당,한식
주식회사 에이치비디프로젝트,,
화산흑돈마루,화산흑돈마루,돼지고기구이
북촌자연산횟집&직매장,북촌자연산횟집,생선회
해변풍경횟집,해변풍경횟집,생선회
신양장어,신양장어,"장어,먹장어요리"
해녀횟집,보목해녀의집,생선회
교촌치킨 제주1호,교촌치킨 제주1호점배달,"치킨,닭강정"
일출손두부,일출손두부,한식
갯것이,갯것이식당,"해물,생선요리"
금악냉면,금악무짠지냉면,냉면
제주흑돼지풍화로김녕구좌본점,제주흑돼지풍화로 김녕구좌,돼지고기구이
언플러그,언플러그,"맥주,호프"
밥촐림,밥촐림,한식
안녀어랭이,안녀어랭이,"해물,생선요리"
79대포제주시청점,79대포 제주시청점,포장마차
더벤티제주아라점,,
무궁화,무궁화호프,요리주점
파주닭국수 (제주점),파주닭국수 신서귀포점,국수
옛날아우내순대노형점,,
지노,지노김밥,김밥
라메르,라메르,한식
함덕88동,함덕88동,돼지고기구이
아우라,텐동아우라 제주본점,일식당
어랑,어랑,일식당
온정메밀국수,,
도브다이브,도브다이브,퓨전음식
곽지식당,곽지식당,한식
파인밀 베이커리 카페 제주점,,
라산그룹 제주월드컵경기장점,,
쌈총사횟집성산점,쌈총사횟집,생선회
에이플러스,에이플러스,돼지고기구이
제주 산방식당 중문점,제주 산방식당 중문점,한식
토속음식한고집,한고집,한식
아크로디니온,,
신호등,신호등식당,한식
더스카이,더스카이,라이브카페
일로와바,,
섬지코지올래맛집,섭지코지 올래맛집 서귀포본점,"해물,생선요리"
산뽀,산뽀 제주본점,요리주점
황남옼수수협재점,황남옥수수협재점,종합분식
곱단이네식당,곱단이네식당,한식
상춘네국수,삼춘네국수 구좌월정리세화점,향토음식
봉개소라횟집,봉개소라횟집,"해물,생선요리"
양순이네순대국밥,양순이네순대국밥,"순대,순댓국"
금능샌드,금능샌드,샌드위치
법환어촌계 좀녀숨비소리,잠녀숨비소리,"해물,생선요리"
루체,루체빌,호텔
고기중독,고기중독,한식
삼화포구,삼화포구,일식당
갱길이네고사리삼겹살,,
송가네참숯가든,송가네참숯가든,돼지고기구이
명인장어통일,장어통일,"장어,먹장어요리"
중문레지나김밥,중문레지나김밥,김밥
뚜레쥬르 서귀포동홍점,뚜레쥬르 서귀포동홍점,베이커리
형제돼지갈비,형제돼지갈비냉면,돼지고기구이
아방도르다,아방도르다,양식
알뜨르식당,알뜨르식당,한식
집밥뚝딱 삼화점,집밥뚝딱 삼화점 삼화지구,밀키트
듬뿍낙지,듬뿍낙지 모슬포점,낙지요리
래원,래원,중식당
돔베고기 닭칼국수,돔베고기 닭칼국수,한식
제주명월역,제주명월역,"도시락,컵밥"
이구역에미녀,이구역에미녀,한식
피플,피플 제주,보세의류
마리벨(하모어촌계직영),,
케이오늘,,
카페동경앤책방,카페동경앤책방,"카페,디저트"
17번가,17번가 소주호프,"맥주,호프"
레스페베르,,
탐라맛고을,탐라맛고을,쌈밥
7번가피자제주애월점,7번가피자 제주애월점배달,피자
모산봉,모산봉,중식당
육화담,,
육값하네식육가든,육값하네식육가든,한식
홍키호테,홍키호테,한식
곁,곁 제주혼술바,바(BAR)
듀크타코,듀크타코,"멕시코,남미음식"
맛존디수모루점,,
청솔밥상,청솔밥상,한식
가을,제이샘,과일
홍천하마라탕,홍천하마라탕&양꼬치,중식당
파티세리에이비씨,파티세리ABC,베이커리
서도가든,서도가든,한식
대마족발이도점,대마족발 제주점,"족발,보쌈"
거래처,거래처,유흥주점
황성옛터,황성옛터,한식
도랑도랑,도랑도랑,한식
양과자회관,양과자회관,"카페,디저트"
앤트힐,앤트힐 브런치바,양식
다온까페,다온제과,베이커리
동그리생생,동그리생생,돼지고기구이
찬밀면,찬밀면,국수
배스킨라빈스제주하귀점,배스킨라빈스 제주하귀점,아이스크림
우니담제주함덕점,우니담 제주함덕점,"백반,가정식"
갈치음식점궁서체,갈치음식점 궁서체 제주탑동본점,한식
돈벨롱,돈벨롱,"육류,고기요리"
플레이그라운드(playground)1080,플레이그라운드1080,"맥주,호프"
부가네얼큰이이호점,부가네얼큰이 이호점,불닭
홍도니,홍도니,돼지고기구이
유안이네횟집,유안이네횟집,일식당
제주노형뜨란채점빽다방,빽다방 제주노형뜨란채점,테이크아웃커피
에프엘이엑스,,
열흘제주한림점,열흘 흑돼지 협재점,돼지고기구이
일이삼식당,일이삼식당,한식
하이데어키친,하이데어키친,양식
롯데리아 서귀포혁신점,롯데리아 서귀포혁신점배달,햄버거
제주다온가,제주다온,한정식
너나들이민속주점,너나들이,"전통,민속주점"
베라체,제주이도한일베라체아파트,아파트
탐나는고깃간,탐나는고깃간,한식
돌하루방국수,돌하르방잔치국수,국수
쿠이,,
미풍해장국봉개점,미풍해장국봉개점,해장국
바미아일랜드,바미아일랜드,"카페,디저트"
표선춘하추동,표선춘하추동,한식
노가리앤비어대정모슬포점,노가리앤비어 모슬포점,"맥주,호프"
제주통돼지바베큐,제주통돼지바베큐,돼지고기구이
렛미인,렛미인,카페
탐라향,탐라향,한식
유년기,,
플로베롯데점,플로베 롯데점,"카페,디저트"
도남앤횟집,,
탐라해장국,탐라해장국,한식
주도적,주도적,요리주점
꿀꿀이식당,흑돼지꿀꿀이,"육류,고기요리"
함덕흑돼지연탄구이,함덕 흑돼지 연탄구이,돼지고기구이
선지왓숯불갈비,선지왓숯불갈비,"육류,고기요리"
다니엘스 키친 동문시장점,다니엘스키친 동문시장점,일식당
가본,달이뜨는식탁 구좌 월정리 본점,양식
탄산팜,탄산팜,과일
빠빠라기,빠빠라기,카페
협재해수욕장짜장면탕수육,협재해수욕장 짜장면 탕수육,중식당
세화샌디,세화샌디,샌드위치
돈우랑,돈이랑,돼지고기구이
제주바다에,제주바다에,한식
커브커피스토어,커브커피스토어,"카페,디저트"
토평원,토평원,오리요리
춘리마라탕 제주시청점,춘리마라탕 시청점,마라탕
협재밀,털보스협재밀,퓨전음식
일출봉,성산일출봉,"봉우리,고지"
아로제,,
대게와킹크랩돌꼬망쭌포차,,
대정몽생이,대정몽생이,한식
칠공삼공,칠공삼공식당,한식
아름,아름이네분식,종합분식
용두골,용두골,"매운탕,해물탕"
뚜레쥬르 제주애월점,뚜레쥬르 제주애월점,베이커리
제라진김밥,제라진김밥,김밥
수수로,수수로,민박
도톰애월,도톰 애월점,생선회
구구토종닭,구구토종닭,닭요리
제주라면2호점,제주라면 2호점,라면
김가네흑돼지,,
조간대,김녕 조간대,생선회
자금성,자금성대부센타,금융서비스
동광메밀짬뽕,동광메밀짬뽕,중식당
인화계,인화계,닭갈비
원조수림,원조수림보양탕,"사철,영양탕"
쿠쿤,쿠쿤,양식
오토김밥 제주점,오토김밥 제주점,분식
제주펫스쿨,제주펫스쿨,애견훈련
광림,광림,한식
국대전,국대전,한식
경풍식당,경풍식당,"사철,영양탕"
금능포구횟집,금능포구횟집,생선회
오르메맛,오르메맛,"초밥,롤"
호남,호남새마을금고 본점,새마을금고
별방촌,별방촌,"해물,생선요리"
코츠커퍼,코츠커퍼,브런치카페
노을코지,카페노을코지,"카페,디저트"
샤브마니아제주외도점,샤브마니아제주외도점,한식
삼교리동치미막국수제주점,삼교리동치미막국수 제주점,막국수
달주택,달주택,요리주점
윤활,윤활,바(BAR)
이태리너랑같이제주,,
도진식당,도진식당,향토음식
해주소반 예래점,해주소반 예래점,한식
고래맥주,고래맥주,"맥주,호프"
마왕족발제주성산점,마왕족발 제주성산점,"족발,보쌈"
2046호,2046호,와인
하가1476,,
오늘도치킨과맥주가좋다,오늘도치킨과맥주가좋다,"치킨,닭강정"
노형둘레국수,노형둘레국수,국수
한라돈까스,한라돈까스 탑동점,돈가스
독불장군,독불장군,"육류,고기요리"
영지식당,영지식당,한식
벨라,베이커리카페 벨라,베이커리
할머니집,소문난할머니집,국밥
(사)한국수상레저안전협회 제주제주시지부,,
라우나 (La UNA),라우나,이탈리아음식
소인쿡푸드코트,소인쿡푸드코트,푸드코트
카페하리,카페하리,브런치
롤타이드,롤타이드,술집
모닥치기아라,모닥치기아라,종합분식
벽돌집 소곱창,벽돌집 소곱창,"곱창,막창,양"
제주고사리해장국 중문본점,제주고사리해장국 중문본점,한정식
커피에반하다서귀포올레시장점,,
돼지궁뎅이,,
램도,램도숙성양고기전문점,중식당
현우식당,현우식당,한식
소문난간장게장,,
한식의 품격 신제주점,,
종달삐삐통닭,종달삐삐통닭,"치킨,닭강정"
사람책방,사람책방,와인
당근과해녀,당근과 해녀,와인
동해식당,동해식당,한식
달콤왕가탕후루 연동점,달콤왕가탕후루 연동점,"카페,디저트"
터틀리애,터틀리애,돈가스
막창상회,진성상회 삼화점,"곱창,막창,양"
우무깨,우무깨,"해물,생선요리"
함덕제주비치호델 주식회사,,
번영김밥,번영김밥,종합분식
굽네치킨동홍점,굽네치킨 제주동홍점,"치킨,닭강정"
대오,대오,한식
지영상회,지영상회 서귀포본점,"카페,디저트"
봄봄화북점,,
청년다방외도점,,
숲숲 포 레스트,숲숲 포 레스트,"맥주,호프"
뚜레쥬르 제주화순점,뚜레쥬르 제주화순점,베이커리
칠링,칠링아웃샵 제주중문점,와인
골뱅이포차,골뱅이포차,요리주점
제주사랑오메기떡,제주사랑오메기떡,떡카페
가파도엔 아이스크림,가파도엔 아이스크림,"카페,디저트"
수컴퍼니,,
상효원 소낭아래,상효원 소낭아래,한식
호식이두마리치킨도남점,호식이두마리치킨 도남점배달,"치킨,닭강정"
제주부리는횟집제주회센터,제주부리는횟집 제주회센터,생선회
현대그린푸드국세공무원교육원(제주),,
한려원한정식,한려원 한정식,한정식
바다의향기,바다의향기,생선회
로아나(roana),로아나,"카페,디저트"
후니참치,,
가파도바다별장,,
학림,학림,한식
고향모밀촌,고향모밀촌,국수
그리너제주삼화지구점,그리너 제주삼화지구점,"다이어트,샐러드"
황금식당,황금식당,한식
제주세원이네,제주세원이네 동문시장점,한식
보리갈비,보리갈비,한식
차귀도놀빛바다,차귀도놀빛바다,생선구이
부가네얼큰이첨단점,부가네얼큰이 첨단점배달,불닭
모이라순대국밥동홍점,모이라순대국밥 동홍점,한식
자연수산,수산리,행정지명
메가엠지씨커피 제주성산일출봉점,메가MGC커피 제주성산일출봉점배달,카페
정실마당,정실마당,한식
아일랜드팩토리 풍류,아일랜드팩토리 풍류,"카페,디저트"
진대감제주,진대감 제주점,소고기구이
옹포쌀국수,옹포,베트남음식
록록,록록,"카페,디저트"
돈물국수,돈물국수,국수
알토산고팡,알토산고팡,한식
보목자리돔축제위원회,,
우리동네윤성이네,우리동네윤성이네,한식
제주고로,제주고로,퓨전음식
배가면옥,,
그냥,그냥식당,한식
보목어촌계식당,보목어촌계식당,한식
정든반점,정든반점,중식당
새재암식당,협재 재암식당,한식
사랑분식,사랑분식,종합분식
천우정원,,
뚜레쥬르 삼화점,뚜레쥬르 제주삼화점,베이커리
오나가(ONAGA),오나가,한식
보보애월,보보스테이,민박
삼공주회센터,삼공주회센터,생선회
돝밭,돝밭 애월흑돼지,돼지고기구이
범포차,범포차,한식
토담이네,토담이네,"백숙,삼계탕"
짬스뽕스제대점,짬스뽕스,중식당
옛날옛적에 꽃술,옛날옛적에 꽃술,요리주점
임치비뼈해장국,임치비뼈해장국,한식
민한우정육식당,바다풍경 정육식당 흑돼지 용담탑동본점,돼지고기구이
그로우(GROW),,
한림협재관광식당,한림협재관광식당,해장국
용의주도,용의주도라멘집,일본식라면
밥쇼핑뷔페,,
피자헛 신제주점,피자헛 신제주점,피자
찐하오마라탕아란점,찐하오마라탕아란점,중식당
이태리부부,이태리부부,양식
그랜마스 아라점,,
옥마가든,옥마가든,한식
빽다방 제주도남점,빽다방 제주도남점,테이크아웃커피
육회포장,육회포장,"육류,고기요리"
셀렉토커피도남점,셀렉토커피 제주도남점,카페
신화앞오름식당,신화아부오름가든,한식
마라어때본점,,
세화마을 협동조합,,
빽다방제주아라점,,
정직한통닭중문점,정직한통닭 중문점,"치킨,닭강정"
연대옥,연대옥 연대토종닭,한식
청자네식개집,청자네식개집,한식
일출명가,일출명가,한식
마담나탈리소셜클럽,마담나탈리소셜클럽,바(BAR)
용우동서귀포점,용우동 제주서귀포점,"우동,소바"
성산갈치맛집(주),성산바다풍경 제주성산일출봉점,"해물,생선요리"
제주칼국수 장수상회 함덕점,,
밥집,,
망고홀릭법환점,,
모리커피서귀포혁신도시점,모리커피 서귀포혁신도시점,"카페,디저트"
폭풍장어용담점,폭풍장어 용담점,"해물,생선요리"
달콤왕가탕후루시청점,왕가탕후루 시청점,"카페,디저트"
만리향,만리향,중식당
타니,타니,요리주점
학창시절,학창시절포차,포장마차
하귀다원,하귀다원삼계탕,"백숙,삼계탕"
우리집흑돼지,우리집흑돼지,돼지고기구이
모디카,모디카,이탈리아음식
해월향,해월향,돼지고기구이
이앤제이(E&J)커피자판기,,
윤윤,윤앤윤,"육류,고기요리"
서림향,서림향,한식
소담아구찜,소담아구찜,한식
숏블랙,숏블랙,"카페,디저트"
코바,코바,"맥주,호프"
은실네연탄구이,,
철이네흑염소,철이네흑염소,한식
해븐해븐,해븐해븐,양식
야시장,솔동산고기국수 서귀포올레시장본점,국수
은정이네갈비,은정이네갈비,한식
신의주찹쌀순대제주본점,,
71금돈,71금돈,돼지고기구이
삼겹살땡기는날,삼겹살땡기는날,돼지고기구이
거부,거부갈비,한식
푸라닭대정점,푸라닭 제주대정점,"치킨,닭강정"
호동이식당,호동이 식당,생선회
성아시,성아시,한식
성산장인의집,성산 장인의집,한식
장가네일품순두부외도점,장가네일품순두부 외도점,한식
루핀,루핀,"카페,디저트"
우도클라쓰,,
주식회사인포트,,
풀향기,풀향기,한식
담소식당,담소,한식
텐저린 키친,,
흑돼지 철판구이,,
스시앤,스시앤,일식당
바닷골 제주함덕점,바닷골 제주함덕본점,생선회
홍돈가,홍돈가,돼지고기구이
북촌에가면,북촌에가면,카페
애월다방,빽다방 제주애월좋은마트점,테이크아웃커피
해양호식당,해양호식당,생선회
마마,코코마마 성산점,한식
수다,맵수다 노형점,술집
봉자순두부,봉자순두부,한식
휴계농장,휴계농장,한식
곶자왈밥상,곶자왈밥상,한식
또와,또와국밥,국밥
서홍반점,빽가네짬뽕 본점,중식당
내돈니돈,내돈니돈 흑돼지 서귀포점,돼지고기구이
조천밀밀면,조천밀밀면,한식
해모듬,해모둠,일식당
고부루키친,고부루 1층,"맥주,호프"
꽈페 제주협재점,꽈페제주협재점,"카페,디저트"
정박사제주냉면,정박사냉면,냉면
탕후루에꼬치다,탕후루에꼬치다,종합분식
신태백관,신태백관,중식당
제주인바다,제주인바다 제주공항점,"해물,생선요리"
냉동고 일도점,,
영월,영월가든,한식
달비치,달비치펜션,펜션
지꺼진식당,지꺼진 식당,한식
두레촌청과,두레촌 청과,과일
알리올레,알리올레 송당,양식
끼니,오키니,일식당
이리와,이리와,바(BAR)
서귀포밀면,서귀포밀면,국수
양자강,양자강,중식당
간식창고 제주외도점,,
수돈가스,수진돈까스,돈가스
맛존디국수,맛존디 국수,국수
알포인트커피,알포인트 커피,"카페,디저트"
김밥옆구리,김밥옆구리앤생선구이,종합분식
샐러디 제주노형점,샐러디 제주노형점,"다이어트,샐러드"
현주네치킨,현주네치킨,"치킨,닭강정"
카페봄봄 제주삼양점,카페봄봄 제주삼양점,카페
돈백,돈백 석갈비,한식
제주힘쎈숯불장어,제주 힘쎈숯불 장어,한식
소쿠리밥상,소쿠리밥상,"백반,가정식"
휴예그리나,휴예그리나,"카페,디저트"
목민,목민,한식
주식회사 잔물결,,
인다통닭,인다통닭,"치킨,닭강정"
리치망고월정점,리치망고 월정점,카페
통일식당,통일가든,한식
제주덕구제주점,제주덕구 제주점,"육류,고기요리"
우리집다음에맛있는집양평해장국,우리집다음에맛있는집양평해장국 한경점,해장국
무암돈,무암돈 연동점,한식
대흘부엌,대흘부엌,아시아음식
도도리고기국수,제주 도도리고기국수,국수
소랑벨일공일(101),소랑벨,퓨전음식
이레막국수,이레 메밀막국수,막국수
은미네식당,은미네식당,"해물,생선요리"
강정해녀의집,강정해녀의집,"해물,생선요리"
이루다스시,이루다스시 서귀포 올레시장 본점,"초밥,롤"
함흥면옥,함흥면옥,한식
제주가마골앤드코다리냉면,제주 가마골,"육류,고기요리"
제주함덕장어,제주함덕장어,"장어,먹장어요리"
오미정,오미정,"백숙,삼계탕"
누바비치,누바비치,"카페,디저트"
미깡밭한우집,미깡밭한우집,"육류,고기요리"
아이스크림할인점(동홍점),,
선봉식당,선봉식당,한식
메가엠지씨커피 제주버스터미널점,,
만운성,만운성민물장어,"장어,먹장어요리"
꾼2,꾼2,"맥주,호프"
노가리앤비어삼도점,노가리앤비어 제주시삼도점,"맥주,호프"
한솥도시락제주중문점,한솥도시락 제주중문점,"도시락,컵밥"
김녕회관,김녕회관,와인
탐앤탐스 블랙 제주 김녕점,탐앤탐스 김녕아쿠아점,카페
정묘년,정묘년,바(BAR)
어쭈구리,어쭈구리 제주연동점,한식
애향포차,애향포차,포장마차
우도흑돼지,우도흑돼지,한식
카페몽몽,카페몽몽,애견카페
제주밀라네사뷔페,제주 밀라네사 뷔페,뷔페
주식회사 피그농원,피그농원,돼지고기구이
금수강산바다장어,금수강산 바다장어,"장어,먹장어요리"
돈세상,돈세상,돼지고기구이
홍금성숯불갈비,황금섬숯불갈비,"육류,고기요리"
소섬 소도리,,
장수버섯샤브샤브,장수버섯샤브샤브,샤브샤브
추자에가면,추자에가면,한식
마운트에베레스트,마운트 에베레스트 레스토랑 제주,인도음식
휠스,휠스,"카페,디저트"
